"No","Buyer","PO.Buyer","Style","Qty","End-Sewing.Date","Ex-Fact.Date","Week11-6","Week27-13","Week314-20","Week421-27","Week528-30","Week631-31","Total","FOB","Week","Amount","SO No","WO No","Branch","Factory","Tarikan","Source","Cost.Type"
"864","RS MITRA KELUARGA","","RS MITRA KELUARGA","2633.00","2024-05-27","2024-06-14","0","0","2633.00","0","0","0","2633","1.9","W3","5002.7","24001117","182565","1205","CHW","","Schedule","FOB"
"865","RS MITRA KELUARGA","","RS MITRA KELUARGA","2633.00","2024-05-30","2024-06-14","0","0","2633.00","0","0","0","2633","1.43","W3","3765.19","24001118","182566","1205","CHW","","Schedule","FOB"
"866","RS MITRA KELUARGA","","RS MITRA KELUARGA","106.00","2024-05-30","2024-06-14","0","0","106.00","0","0","0","106","1.9","W3","201.4","24001121","182569","1205","CHW","","Schedule","FOB"
"867","RS MITRA KELUARGA","","RS MITRA KELUARGA","106.00","2024-05-30","2024-06-14","0","0","106.00","0","0","0","106","1.43","W3","151.58","24001122","182570","1205","CHW","","Schedule","FOB"
"868","RS MITRA KELUARGA","","RS MITRA KELUARGA","726.00","2024-05-31","2024-06-14","0","0","726.00","0","0","0","726","1.9","W3","1379.4","24001127","182575","1205","CHW","","Schedule","FOB"
"869","RS MITRA KELUARGA","","RS MITRA KELUARGA","726.00","2024-06-03","2024-06-14","0","0","726.00","0","0","0","726","1.43","W3","1038.18","24001128","182576","1205","CHW","","Schedule","FOB"
"870","RS MITRA KELUARGA","","RS MITRA KELUARGA","636.00","2024-06-04","2024-06-14","0","0","636.00","0","0","0","636","1.9","W3","1208.4","24001133","182581","1205","CHW","","Schedule","FOB"
"871","RS MITRA KELUARGA","","RS MITRA KELUARGA","636.00","2024-06-05","2024-06-14","0","0","636.00","0","0","0","636","1.43","W3","909.48","24001134","182582","1205","CHW","","Schedule","FOB"
"872","RS MITRA KELUARGA","","RS MITRA KELUARGA","81.00","2024-06-05","2024-06-14","0","0","81.00","0","0","0","81","1.9","W3","153.9","24001137","182585","1205","CHW","","Schedule","FOB"
"873","RS MITRA KELUARGA","","RS MITRA KELUARGA","81.00","2024-06-05","2024-06-14","0","0","81.00","0","0","0","81","1.43","W3","115.83","24001138","182586","1205","CHW","","Schedule","FOB"
"874","RS MITRA KELUARGA","","RS MITRA KELUARGA","123.00","2024-06-05","2024-06-14","0","0","123.00","0","0","0","123","1.9","W3","233.7","24001143","182591","1205","CHW","","Schedule","FOB"
"875","RS MITRA KELUARGA","","RS MITRA KELUARGA","123.00","2024-06-05","2024-06-14","0","0","123.00","0","0","0","123","1.43","W3","175.89","24001144","182592","1205","CHW","","Schedule","FOB"
"876","RS MITRA KELUARGA","","RS MITRA KELUARGA","27.00","2024-06-05","2024-06-14","0","0","27.00","0","0","0","27","1.9","W3","51.3","24001147","182595","1205","CHW","","Schedule","FOB"
"877","RS MITRA KELUARGA","","RS MITRA KELUARGA","27.00","2024-06-05","2024-06-14","0","0","27.00","0","0","0","27","1.43","W3","38.61","24001148","182596","1205","CHW","","Schedule","FOB"
"878","H&M","891895-7987","HNM BOXER, KR","265.00","2024-06-25","2024-06-17","0","0","265.00","0","0","0","265","7.16","W3","379.48","24001246","182625","1204","CNJ2","","Schedule","FOB"
"879","H&M","891895-7987","HNM BOXER, PH","1185.00","2024-06-25","2024-06-17","0","0","1185.00","0","0","0","1185","7.16","W3","1696.92","24001247","182626","1204","CNJ2","","Schedule","FOB"
"880","H&M","894130-7987","HNM BOXER, OK","255.00","2024-06-25","2024-06-17","0","0","255.00","0","0","0","255","6.95","W3","354.45","24001260","182639","1204","CNJ2","","Schedule","FOB"
"881","H&M","894130-7987","HNM BOXER, OI","540.00","2024-06-25","2024-06-17","0","0","540.00","0","0","0","540","6.95","W3","750.6","24001261","182640","1204","CNJ2","","Schedule","FOB"
"882","H&M","902788-7987","","745.00","2024-07-06","2024-06-17","0","0","745.00","0","0","0","745","7.16","W3","1066.84","24001403","24001403","1204","CNJ2","","Schedule","FOB"
"883","H&M","902788-7987","","110.00","2024-07-06","2024-06-17","0","0","110.00","0","0","0","110","7.16","W3","157.52","24001406","24001406","1204","CNJ2","","Schedule","FOB"
"884","H&M","902788-7987","","395.00","2024-07-08","2024-06-17","0","0","395.00","0","0","0","395","7.16","W3","565.64","24001414","24001414","1204","CNJ2","","Schedule","FOB"
"885","H&M","902788-7987","","4210.00","2024-06-28","2024-06-17","0","0","4210.00","0","0","0","4210","7.16","W3","6028.72","24001404","24001404","1204","CNJ2","","Schedule","FOB"
"886","H&M","902788-7987","","4210.00","2024-06-25","2024-06-17","0","0","4210.00","0","0","0","4210","7.16","W3","6028.72","24001404","24001404","1204","CNJ2","","Schedule","FOB"
"887","H&M","902788-7987","","4210.00","2024-07-05","2024-06-17","0","0","4210.00","0","0","0","4210","7.16","W3","6028.72","24001404","24001404","1204","CNJ2","","Schedule","FOB"
"888","MARUBENI FASHION LINK LTD.","","NISHIMATSUYA, EC24AH58119","5250.00","2024-05-02","2024-06-18","0","0","5250.00","0","0","0","5250","2.05","W3","10762.5","23001624","181875","1201","CVA","","Schedule","FOB"
"889","MARUBENI FASHION LINK LTD.","","NISHIMATSUYA, EC24AH28116","10000.00","2024-05-24","2024-06-18","0","0","10000.00","0","0","0","10000","2","W3","20000","23001651","181876","1201","CVA","","Schedule","FOB"
"890","MARUBENI FASHION LINK LTD.","","","3250.00","2024-06-13","2024-06-18","0","0","3250.00","0","0","0","3250","0","W3","0","24001080","24001080","1201","CVA","","Schedule","FOB"
"891","MARUBENI FASHION LINK LTD.","","NISHIMATSUYA, EC24AH58119","5250.00","2024-05-03","2024-06-18","0","0","5250.00","0","0","0","5250","2.05","W3","10762.5","23001624","181875","1201","CVA","","Schedule","FOB"
"892","MARUBENI FASHION LINK LTD.","","NISHIMATSUYA, EC24AH58116","5000.00","2024-05-16","2024-06-18","0","0","5000.00","0","0","0","5000","2.3","W3","11500","23001652","181877","1201","CVA","","Schedule","FOB"
"893","MARUBENI FASHION LINK LTD.","","NISHIMATSUYA, EC24AH58116","5000.00","2024-05-17","2024-06-18","0","0","5000.00","0","0","0","5000","2.3","W3","11500","23001652","181877","1201","CVA","","Schedule","FOB"
"894","MARUBENI FASHION LINK LTD.","","","3250.00","2024-06-14","2024-06-18","0","0","3250.00","0","0","0","3250","0","W3","0","24001080","24001080","1201","CVA","","Schedule","FOB"
"895","MARUBENI FASHION LINK LTD.","","NISHIMATSUYA, EC24AH34119","1500.00","2024-05-03","2024-06-18","0","0","1500.00","0","0","0","1500","2.2","W3","3300","23001653","182012","1201","CVA","","Schedule","FOB"
"896","MARUBENI FASHION LINK LTD.","","NISHIMATSUYA, EC24AH34119","1500.00","2024-04-30","2024-06-18","0","0","1500.00","0","0","0","1500","2.2","W3","3300","23001653","182012","1201","CVA","","Schedule","FOB"
"897","MARUBENI FASHION LINK LTD.","","NISHIMATSUYA, EC24AH38119","1750.00","2024-05-08","2024-06-18","0","0","1750.00","0","0","0","1750","2.25","W3","3937.5","23001655","182013","1201","CVA","","Schedule","FOB"
"898","MARUBENI FASHION LINK LTD.","","NISHIMATSUYA, EC24AH38119","1750.00","2024-05-04","2024-06-18","0","0","1750.00","0","0","0","1750","2.25","W3","3937.5","23001655","182013","1201","CVA","","Schedule","FOB"
"899","MARUBENI FASHION LINK LTD.","","NISHIMATSUYA, EC24AH08119","5000.00","2024-05-27","2024-06-18","0","0","5000.00","0","0","0","5000","2.2","W3","11000","23001654","182014","1201","CVA","","Schedule","FOB"
"900","MARUBENI FASHION LINK LTD.","","NISHIMATSUYA, EC24AH08119","5000.00","2024-05-16","2024-06-18","0","0","5000.00","0","0","0","5000","2.2","W3","11000","23001654","182014","1201","CVA","","Schedule","FOB"
"901","MARUBENI FASHION LINK LTD.","","NISHIMATSUYA, EC24AH34106","5000.00","2024-06-14","2024-06-18","0","0","5000.00","0","0","0","5000","0","W3","0","24001067","182078","1201","CVA","","Schedule","FOB"
"902","MARUBENI FASHION LINK LTD.","","NISHIMATSUYA, EC24AH34106","5000.00","2024-06-13","2024-06-18","0","0","5000.00","0","0","0","5000","0","W3","0","24001067","182078","1201","CVA","","Schedule","FOB"
"903","MARUBENI FASHION LINK LTD.","","NISHIMATSUYA, EC24AH08106","4000.00","2024-06-24","2024-06-18","0","0","4000.00","0","0","0","4000","0","W3","0","24001066","182077","1201","CVA","","Schedule","FOB"
"904","MARUBENI FASHION LINK LTD.","","NISHIMATSUYA, EC24AH08106","4000.00","2024-06-21","2024-06-18","0","0","4000.00","0","0","0","4000","0","W3","0","24001066","182077","1201","CVA","","Schedule","FOB"
"905","MARUBENI FASHION LINK LTD.","","NISHIMATSUYA, EC24AH28116","10000.00","2024-05-22","2024-06-18","0","0","10000.00","0","0","0","10000","2","W3","20000","23001651","181876","1201","CVA","","Schedule","FOB"
"906","MARUBENI FASHION LINK LTD.","","","4500.00","2024-06-29","2024-06-18","0","0","4500.00","0","0","0","4500","0","W3","0","24001081","24001081","1201","CVA","","Schedule","FOB"
"907","MARUBENI FASHION LINK LTD.","","","4500.00","2024-06-28","2024-06-18","0","0","4500.00","0","0","0","4500","0","W3","0","24001081","24001081","1201","CVA","","Schedule","FOB"
"908","RED WING SHOE COMPANY LLC","3507428","RED WING SHOE COMPANY LLC","600.00","2024-05-28","2024-06-20","0","0","600.00","0","0","0","600","20.24","W3","12144","24001151","182531","1201","MJ1","","Schedule","CMT"
"909","EIGERINDO MULTI PRODUK INDUSTRI, PT.","","EIGER, 910007576","2050.00","2024-05-03","2024-06-21","0","0","0","2050.00","0","0","2050","4.79","W4","9819.5","23001208","181912","1205","CHW","","Schedule","FOB"
"910","EIGERINDO MULTI PRODUK INDUSTRI, PT.","910009476","910009476","1200.00","2024-04-26","2024-06-21","0","0","0","1200.00","0","0","1200","7.13","W4","8556","23001347","181907","1205","CHW","","Schedule","FOB"
"911","MARUBENI CORPORATION JEPANG","BP1119","KAZEN-S# 133-61","460.00","2024-04-17","2024-06-21","0","0","0","460.00","0","0","460","1.65","W4","759","24001005","182079","1201","CNJ2","","Schedule","CMTP"
"912","MARUBENI CORPORATION JEPANG","BP1119","KAZEN-S# 133-65","630.00","2024-04-17","2024-06-21","0","0","0","630.00","0","0","630","1.65","W4","1039.5","24001006","182080","1201","CNJ2","","Schedule","CMTP"
"913","MARUBENI CORPORATION JEPANG","BP1119","KAZEN-S# 133-73","510.00","2024-04-19","2024-06-21","0","0","0","510.00","0","0","510","1.65","W4","841.5","24001007","182081","1201","CNJ2","","Schedule","CMTP"
"914","MARUBENI CORPORATION JEPANG","BP1119","KAZEN-S# 133-83","1290.00","2024-04-05","2024-06-21","0","0","0","1290.00","0","0","1290","1.65","W4","2128.5","24001009","182084","1201","CNJ2","","Schedule","CMTP"
"915","MARUBENI CORPORATION JEPANG","BP1119","KAZEN-S# 133-93","700.00","2024-04-26","2024-06-21","0","0","0","700.00","0","0","700","1.65","W4","1155","24001013","182088","1201","CNJ2","","Schedule","CMTP"
"916","MARUBENI CORPORATION JEPANG","BP1119","KAZEN-S# 133-95","1000.00","2024-04-06","2024-06-21","0","0","0","1000.00","0","0","1000","1.65","W4","1650","24001014","182089","1201","CNJ2","","Schedule","CMTP"
"917","MARUBENI CORPORATION JEPANG","BP1119","KAZEN-S# 133-99","1130.00","2024-04-24","2024-06-21","0","0","0","1130.00","0","0","1130","1.65","W4","1864.5","24001017","182091","1201","CNJ2","","Schedule","CMTP"
"918","MARUBENI CORPORATION JEPANG","BP1119","KAZEN-S# 136-98","1000.00","2024-04-20","2024-06-21","0","0","0","1000.00","0","0","1000","1.65","W4","1650","24001020","182094","1201","CNJ2","","Schedule","CMTP"
"919","MARUBENI CORPORATION JEPANG","BP1119","KAZEN-S# 155-61","350.00","2024-04-24","2024-06-21","0","0","0","350.00","0","0","350","1.6","W4","560","24001023","182097","1201","CNJ2","","Schedule","CMTP"
"920","MARUBENI CORPORATION JEPANG","BP1119","KAZEN-S# 155-73","250.00","2024-05-31","2024-06-21","0","0","0","250.00","0","0","250","1.6","W4","400","24001024","182098","1201","CNJ2","","Schedule","CMTP"
"921","MARUBENI CORPORATION JEPANG","BP1119","KAZEN-S# 155-91","2640.00","2024-04-17","2024-06-21","0","0","0","2640.00","0","0","2640","1.6","W4","4224","24001027","182101","1201","CNJ2","","Schedule","CMTP"
"922","MARUBENI CORPORATION JEPANG","BP1119","KAZEN-S# 155-95","620.00","2024-04-22","2024-06-21","0","0","0","620.00","0","0","620","1.6","W4","992","24001029","182103","1201","CNJ2","","Schedule","CMTP"
"923","MARUBENI CORPORATION JEPANG","BP1119","KAZEN-S# 155-99","740.00","2024-04-23","2024-06-21","0","0","0","740.00","0","0","740","1.6","W4","1184","24001032","182105","1201","CNJ2","","Schedule","CMTP"
"924","EIGERINDO MULTI PRODUK INDUSTRI, PT.","","EIGER, 910007623","2060.00","2024-05-10","2024-06-21","0","0","0","2060.00","0","0","2060","9.72","W4","20023.2","23001221","181903","1205","CHW","","Schedule","FOB"
"925","MARUBENI CORPORATION JEPANG","BP1119","KAZEN-S# 133-98","1865.00","2024-04-26","2024-06-21","0","0","0","1865.00","0","0","1865","1.65","W4","3077.25","24001015","182148","1201","CNJ2","","Schedule","CMTP"
"926","MARUBENI CORPORATION JEPANG","BP1119","KAZEN-S# 155-98","1940.00","2024-05-31","2024-06-21","0","0","0","1940.00","0","0","1940","1.6","W4","3104","24001030","182149","1201","CNJ2","","Schedule","CMTP"
"927","AGRON, INC.","PO-0000182","","5706.00","2024-06-05","2024-06-21","0","0","0","5706.00","0","0","5706","4.93","W4","9376.86","24001334","24001334","1204","KLB","","Schedule","FOB"
"928","AGRON, INC.","PO-0000182","","5706.00","2024-06-05","2024-06-21","0","0","0","5706.00","0","0","5706","4.93","W4","9376.86","24001334","24001334","1204","KLB","","Schedule","FOB"
"929","AGRON, INC.","PO-0000182","","5706.00","2024-06-04","2024-06-21","0","0","0","5706.00","0","0","5706","4.93","W4","9376.86","24001334","24001334","1204","KLB","","Schedule","FOB"
"930","AGRON, INC.","PO-0000182","","5706.00","2024-06-04","2024-06-21","0","0","0","5706.00","0","0","5706","4.93","W4","9376.86","24001334","24001334","1204","KLB","","Schedule","FOB"
"931","AGRON, INC.","PO-0000182","","5706.00","2024-06-04","2024-06-21","0","0","0","5706.00","0","0","5706","4.93","W4","9376.86","24001334","24001334","1204","KLB","","Schedule","FOB"
"932","AGRON, INC.","PO-0000182","","5706.00","2024-06-04","2024-06-21","0","0","0","5706.00","0","0","5706","4.93","W4","9376.86","24001334","24001334","1204","KLB","","Schedule","FOB"
"933","AGRON, INC.","PO-0000182","","918.00","2024-06-05","2024-06-21","0","0","0","918.00","0","0","918","5.28","W4","1615.68","24001265","24001265","1204","KLB","","Schedule","FOB"
"934","AGRON, INC.","PO-0000182","","918.00","2024-06-04","2024-06-21","0","0","0","918.00","0","0","918","5.28","W4","1615.68","24001265","24001265","1204","KLB","","Schedule","FOB"
"935","AGRON, INC.","PO-0000182","","5868.00","2024-06-10","2024-06-21","0","0","0","5868.00","0","0","5868","4.93","W4","9643.08","24001268","24001268","1204","KLB","","Schedule","FOB"
"936","AGRON, INC.","PO-0000182","","5868.00","2024-06-10","2024-06-21","0","0","0","5868.00","0","0","5868","4.93","W4","9643.08","24001268","24001268","1204","KLB","","Schedule","FOB"
"937","AGRON, INC.","PO-0000182","","5868.00","2024-06-07","2024-06-21","0","0","0","5868.00","0","0","5868","4.93","W4","9643.08","24001268","24001268","1204","KLB","","Schedule","FOB"
"938","AGRON, INC.","PO-0000182","","5868.00","2024-06-07","2024-06-21","0","0","0","5868.00","0","0","5868","4.93","W4","9643.08","24001268","24001268","1204","KLB","","Schedule","FOB"
"939","AGRON, INC.","PO-0000182","","5868.00","2024-06-07","2024-06-21","0","0","0","5868.00","0","0","5868","4.93","W4","9643.08","24001268","24001268","1204","KLB","","Schedule","FOB"
"940","AGRON, INC.","PO-0000182","","5868.00","2024-06-07","2024-06-21","0","0","0","5868.00","0","0","5868","4.93","W4","9643.08","24001268","24001268","1204","KLB","","Schedule","FOB"
"941","AGRON, INC.","PO-0000182","","306.00","2024-06-10","2024-06-21","0","0","0","306.00","0","0","306","5.28","W4","538.56","24001269","24001269","1204","KLB","","Schedule","FOB"
"942","AGRON, INC.","PO-0000182","","306.00","2024-06-10","2024-06-21","0","0","0","306.00","0","0","306","5.28","W4","538.56","24001269","24001269","1204","KLB","","Schedule","FOB"
"943","AGRON, INC.","PO-0000182","","306.00","2024-06-07","2024-06-21","0","0","0","306.00","0","0","306","5.28","W4","538.56","24001269","24001269","1204","KLB","","Schedule","FOB"
"944","AGRON, INC.","PO-0000182","","306.00","2024-06-07","2024-06-21","0","0","0","306.00","0","0","306","5.28","W4","538.56","24001269","24001269","1204","KLB","","Schedule","FOB"
"945","AGRON, INC.","PO-0000182","","306.00","2024-06-10","2024-06-21","0","0","0","306.00","0","0","306","5.28","W4","538.56","24001269","24001269","1204","KLB","","Schedule","FOB"
"946","AGRON, INC.","PO-0000182","","306.00","2024-06-07","2024-06-21","0","0","0","306.00","0","0","306","5.28","W4","538.56","24001269","24001269","1204","KLB","","Schedule","FOB"
"947","AGRON, INC.","PO-0000182","","6012.00","2024-06-13","2024-06-21","0","0","0","6012.00","0","0","6012","4.93","W4","9879.72","24001266","24001266","1204","KLB","","Schedule","FOB"
"948","AGRON, INC.","PO-0000182","","6012.00","2024-06-13","2024-06-21","0","0","0","6012.00","0","0","6012","4.93","W4","9879.72","24001266","24001266","1204","KLB","","Schedule","FOB"
"949","AGRON, INC.","PO-0000182","","6012.00","2024-06-12","2024-06-21","0","0","0","6012.00","0","0","6012","4.93","W4","9879.72","24001266","24001266","1204","KLB","","Schedule","FOB"
"950","AGRON, INC.","PO-0000182","","6012.00","2024-06-12","2024-06-21","0","0","0","6012.00","0","0","6012","4.93","W4","9879.72","24001266","24001266","1204","KLB","","Schedule","FOB"
"951","AGRON, INC.","PO-0000182","","6012.00","2024-06-12","2024-06-21","0","0","0","6012.00","0","0","6012","4.93","W4","9879.72","24001266","24001266","1204","KLB","","Schedule","FOB"
"952","AGRON, INC.","PO-0000182","","6012.00","2024-06-12","2024-06-21","0","0","0","6012.00","0","0","6012","4.93","W4","9879.72","24001266","24001266","1204","KLB","","Schedule","FOB"
"953","AGRON, INC.","PO-0000182","","1188.00","2024-06-13","2024-06-21","0","0","0","1188.00","0","0","1188","4.93","W4","1952.28","24001270","24001270","1204","KLB","","Schedule","FOB"
"954","AGRON, INC.","PO-0000182","","1188.00","2024-06-13","2024-06-21","0","0","0","1188.00","0","0","1188","4.93","W4","1952.28","24001270","24001270","1204","KLB","","Schedule","FOB"
"955","AGRON, INC.","PO-0000182","","1188.00","2024-06-12","2024-06-21","0","0","0","1188.00","0","0","1188","4.93","W4","1952.28","24001270","24001270","1204","KLB","","Schedule","FOB"
"956","AGRON, INC.","PO-0000182","","1188.00","2024-06-12","2024-06-21","0","0","0","1188.00","0","0","1188","4.93","W4","1952.28","24001270","24001270","1204","KLB","","Schedule","FOB"
"957","AGRON, INC.","PO-0000182","","1188.00","2024-06-13","2024-06-21","0","0","0","1188.00","0","0","1188","4.93","W4","1952.28","24001270","24001270","1204","KLB","","Schedule","FOB"
"958","AGRON, INC.","PO-0000182","","1188.00","2024-06-12","2024-06-21","0","0","0","1188.00","0","0","1188","4.93","W4","1952.28","24001270","24001270","1204","KLB","","Schedule","FOB"
"959","AGRON, INC.","PO-0000182","","2448.00","2024-06-18","2024-06-21","0","0","0","2448.00","0","0","2448","4.93","W4","4022.88","24001267","24001267","1204","KLB","","Schedule","FOB"
"960","AGRON, INC.","PO-0000182","","2448.00","2024-06-14","2024-06-21","0","0","0","2448.00","0","0","2448","4.93","W4","4022.88","24001267","24001267","1204","KLB","","Schedule","FOB"
"961","AGRON, INC.","PO-0000182","","2448.00","2024-06-13","2024-06-21","0","0","0","2448.00","0","0","2448","4.93","W4","4022.88","24001267","24001267","1204","KLB","","Schedule","FOB"
"962","AGRON, INC.","PO-0000182","","2448.00","2024-06-13","2024-06-21","0","0","0","2448.00","0","0","2448","4.93","W4","4022.88","24001267","24001267","1204","KLB","","Schedule","FOB"
"963","AGRON, INC.","PO-0000182","","2448.00","2024-06-14","2024-06-21","0","0","0","2448.00","0","0","2448","4.93","W4","4022.88","24001267","24001267","1204","KLB","","Schedule","FOB"
"964","AGRON, INC.","PO-0000182","","2448.00","2024-06-13","2024-06-21","0","0","0","2448.00","0","0","2448","4.93","W4","4022.88","24001267","24001267","1204","KLB","","Schedule","FOB"
"965","AGRON, INC.","PO-0000182","","2412.00","2024-06-19","2024-06-21","0","0","0","2412.00","0","0","2412","4.93","W4","3963.72","24001271","24001271","1204","KLB","","Schedule","FOB"
"966","AGRON, INC.","PO-0000182","","2412.00","2024-06-19","2024-06-21","0","0","0","2412.00","0","0","2412","4.93","W4","3963.72","24001271","24001271","1204","KLB","","Schedule","FOB"
"967","AGRON, INC.","PO-0000182","","2412.00","2024-06-14","2024-06-21","0","0","0","2412.00","0","0","2412","4.93","W4","3963.72","24001271","24001271","1204","KLB","","Schedule","FOB"
"968","AGRON, INC.","PO-0000182","","2412.00","2024-06-18","2024-06-21","0","0","0","2412.00","0","0","2412","4.93","W4","3963.72","24001271","24001271","1204","KLB","","Schedule","FOB"
"969","AGRON, INC.","PO-0000182","","2412.00","2024-06-18","2024-06-21","0","0","0","2412.00","0","0","2412","4.93","W4","3963.72","24001271","24001271","1204","KLB","","Schedule","FOB"
"970","AGRON, INC.","PO-0000182","","2412.00","2024-06-18","2024-06-21","0","0","0","2412.00","0","0","2412","4.93","W4","3963.72","24001271","24001271","1204","KLB","","Schedule","FOB"
"971","AGRON, INC.","PO-0000182","","4896.00","2024-06-28","2024-06-21","0","0","0","4896.00","0","0","4896","6.45","W4","7894.8","24001276","24001276","1204","KLB","","Schedule","FOB"
"972","AGRON, INC.","PO-0000182","","4896.00","2024-06-28","2024-06-21","0","0","0","4896.00","0","0","4896","6.45","W4","7894.8","24001276","24001276","1204","KLB","","Schedule","FOB"
"973","AGRON, INC.","PO-0000182","","4896.00","2024-06-27","2024-06-21","0","0","0","4896.00","0","0","4896","6.45","W4","7894.8","24001276","24001276","1204","KLB","","Schedule","FOB"
"974","AGRON, INC.","PO-0000182","","4896.00","2024-06-27","2024-06-21","0","0","0","4896.00","0","0","4896","6.45","W4","7894.8","24001276","24001276","1204","KLB","","Schedule","FOB"
"975","AGRON, INC.","PO-0000182","","4896.00","2024-06-27","2024-06-21","0","0","0","4896.00","0","0","4896","6.45","W4","7894.8","24001276","24001276","1204","KLB","","Schedule","FOB"
"976","AGRON, INC.","PO-0000182","","4896.00","2024-06-27","2024-06-21","0","0","0","4896.00","0","0","4896","6.45","W4","7894.8","24001276","24001276","1204","KLB","","Schedule","FOB"
"977","AGRON, INC.","PO-0000182","","13968.00","2024-06-10","2024-06-21","0","0","0","13968.00","0","0","13968","6.45","W4","22523.4","24001272","24001272","1204","MJ1","","Schedule","FOB"
"978","AGRON, INC.","PO-0000182","","13968.00","2024-06-04","2024-06-21","0","0","0","13968.00","0","0","13968","6.45","W4","22523.4","24001272","24001272","1204","MJ1","","Schedule","FOB"
"979","AGRON, INC.","PO-0000182","","19440.00","2024-06-13","2024-06-21","0","0","0","19440.00","0","0","19440","6.45","W4","31347","24001273","24001273","1204","MJ1","","Schedule","FOB"
"980","AGRON, INC.","PO-0000182","","19440.00","2024-06-14","2024-06-21","0","0","0","19440.00","0","0","19440","6.45","W4","31347","24001273","24001273","1204","MJ1","","Schedule","FOB"
"981","AGRON, INC.","PO-0000182","","10224.00","2024-06-20","2024-06-21","0","0","0","10224.00","0","0","10224","6.45","W4","16486.2","24001274","24001274","1204","MJ1","","Schedule","FOB"
"982","AGRON, INC.","PO-0000182","","10296.00","2024-06-20","2024-06-21","0","0","0","10296.00","0","0","10296","6.45","W4","16602.3","24001275","24001275","1204","MJ1","","Schedule","FOB"
"983","AGRON, INC.","PO-0000182","","10296.00","2024-06-18","2024-06-21","0","0","0","10296.00","0","0","10296","6.45","W4","16602.3","24001275","24001275","1204","MJ1","","Schedule","FOB"
"984","AGRON, INC.","PO-0000182","","10296.00","2024-06-11","2024-06-21","0","0","0","10296.00","0","0","10296","6.45","W4","16602.3","24001275","24001275","1204","MJ1","","Schedule","FOB"
"985","AGRON, INC.","PO-0000182","","10296.00","2024-06-21","2024-06-21","0","0","0","10296.00","0","0","10296","6.45","W4","16602.3","24001275","24001275","1204","MJ1","","Schedule","FOB"
"986","AGRON, INC.","PO-0000186","","2016.00","2024-07-03","2024-06-21","0","0","0","2016.00","0","0","2016","6.41","W4","6461.28","24001325","24001325","1204","MJ1","","Schedule","FOB"
"987","AGRON, INC.","PO-0000185","","16956.00","2024-06-18","2024-06-21","0","0","0","16956.00","0","0","16956","5.14","W4","29051.28","24001290","24001290","1204","MJ2","","Schedule","FOB"
"988","AGRON, INC.","PO-0000186","","18360.00","2024-07-26","2024-06-21","0","0","0","18360.00","0","0","18360","4.92","W4","30110.4","24001319","24001319","1204","MJ2","","Schedule","FOB"
"989","AGRON, INC.","PO-0000186","","1080.00","2024-07-26","2024-06-21","0","0","0","1080.00","0","0","1080","5.22","W4","1879.2","24001320","24001320","1204","MJ2","","Schedule","FOB"
"990","AGRON, INC.","PO-0000185","","12798.00","2024-06-07","2024-06-21","0","0","0","12798.00","0","0","12798","5.14","W4","21927.24","24001295","24001295","1204","MJ2","","Schedule","FOB"
"991","AGRON, INC.","PO-0000185","","12798.00","2024-06-07","2024-06-21","0","0","0","12798.00","0","0","12798","5.14","W4","21927.24","24001295","24001295","1204","MJ2","","Schedule","FOB"
"992","AGRON, INC.","PO-0000185","","594.00","2024-06-14","2024-06-21","0","0","0","594.00","0","0","594","5.49","W4","1087.02","24001296","24001296","1204","MJ2","","Schedule","FOB"
"993","AGRON, INC.","PO-0000185","","594.00","2024-06-14","2024-06-21","0","0","0","594.00","0","0","594","5.49","W4","1087.02","24001296","24001296","1204","MJ2","","Schedule","FOB"
"994","AGRON, INC.","PO-0000185","","5562.00","2024-06-20","2024-06-21","0","0","0","5562.00","0","0","5562","5.29","W4","9807.66","24001304","24001304","1204","MJ2","","Schedule","FOB"
"995","AGRON, INC.","PO-0000185","","5562.00","2024-06-20","2024-06-21","0","0","0","5562.00","0","0","5562","5.29","W4","9807.66","24001304","24001304","1204","MJ2","","Schedule","FOB"
"996","AGRON, INC.","PO-0000186","","3618.00","2024-06-25","2024-06-21","0","0","0","3618.00","0","0","3618","5.63","W4","6789.78","24001313","24001313","1204","MJ2","","Schedule","FOB"
"997","AGRON, INC.","PO-0000186","","3618.00","2024-06-26","2024-06-21","0","0","0","3618.00","0","0","3618","5.63","W4","6789.78","24001313","24001313","1204","MJ2","","Schedule","FOB"
"998","AGRON, INC.","PO-0000186","","540.00","2024-06-26","2024-06-21","0","0","0","540.00","0","0","540","6.02","W4","1083.6","24001314","24001314","1204","MJ2","","Schedule","FOB"
"999","AGRON, INC.","PO-0000186","","540.00","2024-06-26","2024-06-21","0","0","0","540.00","0","0","540","6.02","W4","1083.6","24001314","24001314","1204","MJ2","","Schedule","FOB"
"1000","AGRON, INC.","PO-0000185","","13122.00","2024-06-24","2024-06-21","0","0","0","13122.00","0","0","13122","5.38","W4","23532.12","24001302","24001302","1204","MJ2","","Schedule","FOB"
"1001","AGRON, INC.","PO-0000185","","13122.00","2024-06-24","2024-06-21","0","0","0","13122.00","0","0","13122","5.38","W4","23532.12","24001302","24001302","1204","MJ2","","Schedule","FOB"
"1002","AGRON, INC.","PO-0000186","","2484.00","2024-07-04","2024-06-21","0","0","0","2484.00","0","0","2484","5.63","W4","4661.64","24001315","24001315","1204","MJ2","","Schedule","FOB"
